Text,True Label ID,True Label,Predicted Label ID,Predicted Label
"melding om slagsmål mellom to menn. blitt truet med machete. politi har kontroll på begg parter. begg tatt hånd om av helsevesen. tilsynelat letter skadd,.",12,Redning,2,Brann
"politi på sted og i kontakt med involver eiere, ett melding om at to hund skal ha angrep en hund i nær av sentrum. hund er død som følg av hendelsen. politi gjør undersøkelser.",1,Trafikk,2,Brann
"nødetat rykk ut på melding om trafikkulykk ved jekta. en motorsykkel skal vær involvert, en person er skadet. sak oppdateres.",4,Ulykke,5,Ro og orden
kl: : mann i åren ble pågrep av politiet. mann er sikt for å ha knivstukk en ann mann i magen. hend har skjedd i sentrum av drammen.,12,Redning,2,Brann
kl. : nødetat rykk ut til motorsykkelulykke. en person på mc. veltet. fremstår som en alvor trafikkulykke.,4,Ulykke,5,Ro og orden
bil merk hels berg er stjål i løp av natt fra sandvik sykehus. patrulj funn igj bil i heggbakk med mistenkt mann i førersete. mann framstår som ruset.,0,Innbrudd,4,Ulykke
kl : politi og brannves på staden. fall takstein frå eit tak. vurder til far for at det kan ras meir ned. kringsjåvei blir stengt ei tid framov i påvent av sikringstiltak og ny vurdering.,4,Ulykke,1,Trafikk
"politi har pågrep en person i vågsbygd, han skal ha fremstått som truend og var i besitt av en øks. ing er skadet, pågrip forgikk uten dramatikk.",1,Trafikk,2,Brann
kl . meld om valdshend mellom fleir person inn på pizza/kabab utsalg. ing skadd. politi vor på stad og fått forklaring frå ein part som var igj på staden. det oprett sak av patruljen. .,12,Redning,2,Brann
politi rykk ut til melding om slagsmål mellom ungdommer. oppdateres.,12,Redning,2,Brann
kl . politi har pågrep en person på dvergsnes. han ble pågrep i det han mest sannsyn var i ferd med å stjel en båt. det er funn en ann båt ikk langt unn som fremstår som den er stjålet. det jobb nå med å komm i kontakt med eier av denne.,0,Innbrudd,1,Trafikk
: - politi har gjennomført en åstedsundersøk ett melding om innbrudd i en garasje. forhold skal ha skjedd i løp av helgen. fra sted er det stjål divers verktøy og en snøfreser. politi opprett en sak.,6,Voldshendelse,0,Innbrudd
"kl. melding om at en mann mishandl en hund lang fv - vi rykk ut og påtreff mann og oppnår positiv dialog - ett kort tid blir han krakilsk, og det blir basketak - vi har nå kontroll på han. vi har også kontroll på hunden.",2,Brann,4,Ulykke
"meld om kvinn som gikk inn på stengt matserveringssted, vist seg at dør har vært ulåst. ingenting stjålet, kvinn bortvist fra området.",1,Trafikk,2,Brann
fler passasjer i en buss skad da bussjåfør mått foret en kraft oppbremsing for å unngå å kollidere. politi og ambulans på stedet.,4,Ulykke,2,Brann
: - politi mottok melding om to person som forsøkt å ta seg inn i en bil. da politi ankom sted påtraff vi to menn i hhv - og -årene. de erkjent å ha stjål divers gjenstand fra kjøretøyet. gjenstand ble tilbakelever og politi opprett sak.,6,Voldshendelse,0,Innbrudd
politi ble tilkalt til en hytt ett melding om innbrudd og skadeverk som ble oppdag idag. men patrulj var på sted ble det avdekk at totalt hytt har hatt ubudn gjester. patrulj har gjort undersøk og opprett sak.,6,Voldshendelse,0,Innbrudd
kl. : broen er midlertid stengt av politi pga et helsetilfelle. omkjøring ett eget ønske. broen vil snart åpn igjen.,2,Brann,4,Ulykke
"ambulansepersonell på oppdrag ble angrep av en mann i -år som slo, blant ann med en flaske. politipatrulj ble send for å bistå og mann ble pågrepet. han fremsto som aggressiv og ruspåvirket. blir anmeld for voldsbruken.",12,Redning,2,Brann
": melding om innbrudd i gatekjøkken. politi har undersøkt åstedet. små skad og ikk snakk om stor verdier. stjål is, sjokolad og noe mynt. forhold vurder anmeldt.",0,Innbrudd,6,Voldshendelse
nødetat rykk ut til kong øystein veg hvor en person har blitt påkjørt av en bil. ukjent skadegrad.,4,Ulykke,5,Ro og orden
"politi mottok melding fra barn, henholdsvis , og år. de hadd vært på tur i marka, og klart å gå seg bort. ett en kort stund fikk vi avklart eksakt posisjon og kunn ring en av barn mødr og beskriv hvor barn var. barn hent av moren.",1,Trafikk,2,Brann
"kl. : nødetat er på sted ett melding om sammenstøt mellom to kjøretøy. dett skal vær i kryss mot #haugesgate. involver person tilse av helsepersonell, antatt ikk alvor skadd.",4,Ulykke,5,Ro og orden
politi stans i formiddag en åpenbart ruspåvirk person på el-sparkesykkel. vedkomm var lit tilfred med dett og oppført seg på en slik måt at han blir anmeld for forulemping av offent tjenesteperson. prøv ble sikr og vedkomm er anmeldt.,2,Brann,4,Ulykke
"melding om ras på e områd renå, omtrent samm sted som tidligere. stein som har rast ut i vegbanen. ing personskad ell materiell skad meldt. politi, entreprenør m.m. er på vei til stedet. ett kjørefelt stengt. uavklart om veg blir helt stengt.",1,Trafikk,4,Ulykke
mann som har falt på sparkesykkel og fremstår noe skadd. mann er trol også beruset. ambulans og patrulj på vei.,5,Ro og orden,4,Ulykke
"brun dvergkanin observer i nabolag den ikk virk å vær kjent i. savn du en slik, kan du ring oss på .",9,Skadeverk,1,Trafikk
"politi og hels er på industriområd ett melding om ein tilsett som har vor utsett for eksponering av ein gass ifm arbeid. skjedd ifm arbeid på ein tank. vedk blir varetek av helse, me snakk med andr i bedrifta.",5,Ro og orden,3,Tyveri
"melding om berus mann på en festival som oppført seg truend mot vektere. oppført seg dår mot patruljen, dytt og forsøkt å sparke. anmeld og blir innbragt til arresten.",1,Trafikk,2,Brann
": - politi fikk melding om at en båtfør hadd kjørt inn i en brygge. det ble ing syn skad på brygga, men båtfører fremsto beruset. da politi påtraff vedkomm utenfor bærøy unndro han seg kontroll ved å hopp i vannet.",1,Trafikk,2,Brann
"politi fikk telefon fra en far kl , om at sønn hadd komm hjem for ca en tim siden, og hevd seg slått i ansikt av en ukjent mann. de er nå på sykehus med mul brukk kjeve. foranledning skal vær en diskusjon. vi etterforsk hend nå.",12,Redning,2,Brann
melding om en trafikkulykk mellom en buss og en personbil. nødetat rykk ut. oppdateres.,4,Ulykke,5,Ro og orden
melding om trafikkulykke. sammenstøt mellom personbil og motorsykkel. motorsyklist opplys å vær skad men bevisst. nødetat på vei til stedet. oppdateres.,4,Ulykke,5,Ro og orden
"meld om kollisjon mellom ferj og seglbåt, seglbåt skal ha gått ned. nødetat er på veg, hending blir koordiner av hovudredningssentralen.",11,Sjø,5,Ro og orden
politi har pågrep en mann i slutt av tenår ett en hend i fredrikstad sentrum. en kvinn i -år er ved bruk av vold/tvang fratatt et smykke. politi vil følg opp den fornærm damen. hun skal ikk vær alvor skadet.,12,Redning,2,Brann
"mann, år pågr av politi på vågsallmeningen. politi mått bruk pepperspray for å få kontroll på han. han skal ha vært truend og uttager mot dem. i forkant av pågr skal mann fremsatt trusl mot vekter og ansatt på berg storsenter.",1,Trafikk,2,Brann
"kl. : utløst innbruddsalarm i dagligvarebutikk, politi har kontroll på gjerningspersonen. vedkomm hadd stjål noe halvliter med øl.",6,Voldshendelse,0,Innbrudd
"kl. : buss i full fyr i nærøydalen. meld om mykj flamm og svart røyk. skal vær ein turistbuss. ikkj meld om person i bussen, som står på ein rasteplass. samt naudetat er på veg til staden.",4,Ulykke,3,Tyveri
melding om trafikkulykk på setesdalsvei syd for mosby. en bil har kjørt av veien. kun en person i bilen. nødetat er varsl og på vei til stedet.,4,Ulykke,5,Ro og orden
"politi mått grip inn i to slagsmål ca kl , og ta kontroll på totalt personer. bortvist fra festivalområdet, ivaretatt av venner. anmeld vurderes.",10,Dyr,2,Brann
trafikkuhell. en bil har kjørt gjennom rekkverk og inn i en hage. ing er skadet. det er snakk om øvelseskjøring. patrulj er på sted og tar opp forklaringer. det blir opprett sak og førerkort til ansvar før blir tatt i beslag.,5,Ro og orden,4,Ulykke
melding om brann i en lift. denn skal stå på en heng på fv. trafikk står. vi er på vei.,3,Tyveri,4,Ulykke
"kl : redning iverksatt ett fallulykk i terrenget. samt nødetat rykk ut. mann i -år hent av redningshelikopter. våk og bevisst, ell ukjent skadeomfang. flydd til haukeland sykehus.",7,Andre hendelser,5,Ro og orden
nødetat rykk ut til melding om trafikkulykk i kryss stavernsveien/storgata. en syklist påkjørt av personbil. ikk meld om alvor personskade.,4,Ulykke,5,Ro og orden
politi er på vei til austevoll. en person fremsatt verbal trusler. ing melding om skadde. sivil skal ha kontroll på mistenkte.,1,Trafikk,2,Brann
mann i slutt av åren pågrep av politi for oppbevaring av narkotika. politi har i samm sak ransak sikt bopel. pågrepn innsatt i varetekt.,1,Trafikk,2,Brann
nødetat rykk ut ett melding om singelulykk med mc. før var alen på sykkel og har kjørt ut av vegen. ivaret av forbipasser inntil nødetat er fremme. før klag over smert i en fot. årsak ukjent. oppdater da vi vet noe mer.,4,Ulykke,5,Ro og orden
nødetat rykk ut til en trafikkulykk - ens bil som har kjørt ut i en sving og snurr rundt. oppdater når vi ankomm stedet.,4,Ulykke,5,Ro og orden
kl : fv - up har i løp av formiddag avhold trafikkontroll. fartsgrens på sted for kontroll er km/t. fikk forenkl forelegg for hastighet. en fikk gebyr for mangl bruk av bilbelte. høyest hast km/t.,0,Innbrudd,4,Ulykke
"kl : fv skjergardsvegen, trafikkkulykke, mc og personbil involvert, bilfør er uskadd. mc-før er våk og bevisst, blir sjekk av hels på stedet. bil og mc er flytt ut av veien. grei flyt i trafikken.",5,Ro og orden,4,Ulykke
"meld om en hitt båt i kvernesfjorden. båt er merk med tam. hvit fot speedbåt med vindskjerm, mul uls båtmerke. har en svart hk påhengsmotor. båt er tatt hånd om. eier kan kontakt politiet.",1,Trafikk,0,Innbrudd
: melding om trafikkulykke. en bil som har kjørt ut. person i bilen. fremstår ikk alvor ett det vi får vit pr nå. oppdateres.,5,Ro og orden,4,Ulykke
"elgpåkjørsel på kvæfjordeidet, bilfør meld seg uskadd, kun materiell skad på kjøretøy.",9,Skadeverk,4,Ulykke
skaugdalsvei i riss stengt ett at det er gått et jordr over veien. verk bil ell folk i nærheten. i følg entrepenør er det ca met høyt og met bredt.,4,Ulykke,1,Trafikk
"nødetat rykk ut til sandtorgholmen, sør for harstad, ett melding om at en bil er observer flyt i havet, cirk met fra land. det er foreløp ikk klart om det dreier seg om en nyl ulykk ell om det er et gammelt bilvrak.",5,Ro og orden,3,Tyveri
nødetat rykk ut ett melding om trafikkulykke. det er kjøretøy og fler person involvert.,5,Ro og orden,4,Ulykke
patrulj stans et kjøretøy ved tiden. den lokal mann i -år fremstod ruset. ble tatt med inn for bevissikring - førerkort beslaglagt og sak opprettet.,0,Innbrudd,4,Ulykke
"kl : skjoldskiftet, knivstikking. en mann, år pågrep og sikt for kroppskade. en mann, år, innlagt hus, skad i overkroppen. politi har kontroll på gjerningsvåpenet.",12,Redning,2,Brann
kl :. politi kontroller båtfør ved gjeving. det er mistank om at han har ført båt i påvirk tilstand. nødvend prøv sikr og båtførerbevis beslutt beslaglagt.,1,Trafikk,4,Ulykke
: - politi er på strømsø torg ett melding om en slosskamp. en person blør fra lepp og blir tilsett av ambulansepersonell. den andr person har gått fra stedet.,1,Trafikk,2,Brann
meld om jordskred i vistdalen. uklart om noen er tatt av skredet. nødetat er på utrykning til stedet.,7,Andre hendelser,4,Ulykke
kl . politibåt stans båt i tromøysund der før mistenk for promillekjøring. prøv sikr og sak vil bli opprettet.,11,Sjø,4,Ulykke
"oppsummer høllafestivalen: vel avvikl arrangement, god stemning. en person bortvist grunn ordensforstyrrelse, noen mindr hend som løst seg selv uten politi inngrep.",10,Dyr,2,Brann
"meld kom hjem kl , og tok en tyv på fersk ved hageport sin. ble truet med kniv av tyven. patrulj raskt til stedet, og pågrep ei lokal dam i -årene. vi fant kniv på henne. ble anmeld og pågrepet. kjørt arrest.",0,Innbrudd,2,Brann
politi rykk ut til en privatadress ett melding om bråk på stedet. en person er pågrep ett å ha utøvd vold mot fler personer. ing skal vær alvor skadd. sak opprettes.,12,Redning,2,Brann
"ett tip fra publikum har politi komm over en mann i årene, som hadd stjål en el-moped. mann blir anmeld og el-sykkel er tilbakelever eier.",0,Innbrudd,4,Ulykke
kl : - politi har gjennomført en åstedsundersøk ved dråp ett melding om at noen i løp av natt hadd brutt seg inn i en inngjerd container. det var borttatt divers håndverktøy fra stedet.,4,Ulykke,0,Innbrudd
kl : melding om trussel med kniv. oppstått ifbm at meld vart spurt om pengar. vart trua idet han avvist førespurnaden. politi leit ett mistenkt og er i kontakt med den fornærma. ing som er skadd.,1,Trafikk,2,Brann
overstad berus mor hjemm alen med lit barn. bekymr familiemedlem hadd problem med å få kontakt med moren. politi har vært på sted og bistått. barn tas hånd om av besteforeldre. barnevern varslet.,1,Trafikk,2,Brann
"politi har bortvist en kvinn i -år fra sentrum, ett en ordensforstyrr på farmandstorget. kvinn hadd utager atferd. det har ikk blitt utøvd vold på stedet.",1,Trafikk,2,Brann
"vi søk ett en hvit mazd cx mod regnr jd, bil er hjemmehør på lena, vi ant den kan vær i områd gjøvik / toten, tip til .",8,Savnet,0,Innbrudd
nødetat har rykk ut til bedrift på birkeland. lekkasj i et rør og flyt glass renn ut i bygget: samt på bedrift er evakuer og ing skal vær skadet. det jobb med nedkjøling på stedet. ikk spredningsfar ell eksplosjonsfare.,5,Ro og orden,3,Tyveri
kl. - jordras: meld om stort jordr på strekning mot gaml fergekaien. trær og stor vannmengder. ing person ell kjøretøy observer tatt av raset. uviss størr pr nå. veien er sperret. politi- og brannmannskap er på staden.,1,Trafikk,3,Tyveri
"aggressiv og berus person kjør til arresten, ålesund. vedkomm har slått til fler personer. sak opprettes.",12,Redning,2,Brann
"kl : nødetat rykk ut til melding om trafikkulykke. bil har kjørt på en elg, og har havn på taket. det er son på stedet. før har komm seg ut av bil og er bevisst",5,Ro og orden,4,Ulykke
kl. . melding om innbrudd i en garasj i tingsakerli i løp av natten. også vært inn i en bil. det skal vær stjål kjennemerker. politi undersøk åstedet. dersom publikum har sett noe i natt i områd ta kontakt med politi på tlf. .,6,Voldshendelse,0,Innbrudd
e sydgå ved lindeberg: kjedekollisjon mellom tre biler. all tre person involver skal vær ute av bilene. en person klag på smert i nakken. nødetat på vei. trafikk går forbi i ett felt.,4,Ulykke,5,Ro og orden
en mann i åren anmeld for å ha brutt kontakt- og besøksforbud han er ilagt overfor en slektning. mann er bortvist fra stedet. sak opprettes.,1,Trafikk,2,Brann
"meld om fler ungdomm i slåsskamp. avslutt når patrulj kom fram. ing skadde, ing som vil forklar seg. to stk ble bortvist fra stedet.",12,Redning,2,Brann
lastebil har kjørt utfor vei. ligg på siden. ing personskade. nødetat på vei.,5,Ro og orden,4,Ulykke
politi ønsk å komm i kontakt med vitn som kan ha observer en jent som ble angrep på torg bak arkad i skien om lag klokk . ring for kontakt med politiet.,12,Redning,2,Brann
ambulans og politi er på en privatadress da en -år gammel mann har skutt seg selv med pistol. trol vært et vådeskudd i forbind med nedspenning av sleiden. mann ble truff i et kne og blir frakt til sykehuset.,5,Ro og orden,2,Brann
"båt funn driv mellom frost og lade. snakk om en limegrønn hasl summer-fun, , m lang og med suzuki båtmotor , hk. denn er frakt til land. eier av båt kan ring . bild av båt lagt ut på x.",11,Sjø,0,Innbrudd
denn melding har blitt trukket.,9,Skadeverk,4,Ulykke
meld om skadeverk i områd rund amfi. politi påtraff rikt person som erkjent å ha vært litt hardhend mot noen skilt og kast litt strøsand ved inngangen. person lov å ta kontakt med amfi ettertid for å rydd oppett seg.,2,Brann,1,Trafikk
"kl . politi og ambulans har rykk ut til privat adress lik nord for sentrum ett melding om voldshend på stedet. en person får tilsyn av helsepersonell, ved bevissthet, skadegrad ell er ukjent. politi har kontroll på mistenkt gjerningsperson.",12,Redning,2,Brann
politi og ambulans på vei til utforkjøring av mc-før som er våken.,4,Ulykke,5,Ro og orden
denn melding har blitt trukket.,12,Redning,4,Ulykke
"melding om smell/skudd på grim, politi er på sted for å undersøk forholdet.",1,Trafikk,2,Brann
melding om fler ungdomm som plag kund og sprayer såp på vindu ved mcdonalds. politi er nå på stedet.,13,Arrangement,2,Brann
kl : - vaktselskap meld om innbruddsalarm fra en byggvarebedrift. politi rykk ut. på sted fremsto det som noen hadd brutt seg inn. politi opprett en sak på forholdet.,0,Innbrudd,6,Voldshendelse
"politi er på sted og snakk med en person som har dytt og spytt på en vekter. vedk. ble bedt om å forlat senter av vekteren, men nekt å etterkomm dette. sak blir opprett for vider etterforskning.",12,Redning,2,Brann
til obs for veifar på e ved knedalsbukta. det går ei ku lang veien. vi prøv å få tak i bonden.,9,Skadeverk,4,Ulykke
"vi har vært på sted ett melding om knust vindu på offent bygg på tinnheia. fremstår som ett rent skadeverk, ikk noe som tyd på at noe er stjålet. vi opprett sak.",13,Arrangement,2,Brann
nødetat rykk ut ett melding om kollisjon mellom lastebil og personbil.,5,Ro og orden,4,Ulykke
meld om små gummibåter. i skipsleia. noen av per kan ha vansker. hrs orientert. brannbåt til stedet. per og gummibåt der. ing probl. siktproblem samt ikk lys gjør at de må avslutte. dett vill de gjøre. brannbåt følg med til de er på land.,7,Andre hendelser,1,Trafikk
saktegå trafikk i hovettunnel søndr løp. en lastebil har vært opp i tunneltak med sin last. last må flytt til ann transport. politi er på sted og avvent ny transport. ing er fysisk skadet.,4,Ulykke,5,Ro og orden
politi fikk melding om at broa over døvikfoss mul begynt å slit med de stor vannmass og at det skull vær en glipp i ekspansjonsskjøt - eksper på sted konkluder med at den har vært slik fra før - ing far - bro åpen igjen.,7,Andre hendelser,3,Tyveri
"kl : - publikum meld om en berus mann som kjørt båt. politi fikk kontroll på båtfører, mann i årene. han mistenk for kjøring i alkoholpåvirk tilstand. fremstilt for prøvetaking og anmeld for forholdet.",1,Trafikk,4,Ulykke
": politi mottok melding om tyveri fra lokal matbutikk. gjerningspersonen, en mann i -år hadd dratt fra stedet. raskt lokaliser av en patrulj på gjerningsperson bosted. sak opprett samt bortvist fra matbutikken.",0,Innbrudd,2,Brann
: kom det inn melding om trafikkuhell ifm påkjørsel av dyr. ing personskader. brannvesen har vært på stedet. det var to bil som hadd kjørt på et dyr. bil hadd ikk kollider med hverandre.,5,Ro og orden,4,Ulykke
politi er på gran ifm melding om knivstikking nettopp. pasient er tatt hånd om av helse. ikk livstruende. vitn til hend bes ta kontakt med politi på . oppdateres.,12,Redning,2,Brann
kl. . melding om innbrudd i bil i heggestien. stjål noe verktøy. politi har lett i områd uten å finn noen mistenkte. forhold anmeldes.,6,Voldshendelse,0,Innbrudd
melding om front mot front mellom lastebil og personbil på fv.. en person i bilen. er bevisst. nødetat er på tur. oppdater her.,4,Ulykke,5,Ro og orden
vi er på veg til nidarosdom ett å ha fått melding om gravstøtt som er velt i løp av helga.,13,Arrangement,4,Ulykke
"kl : damsgård, innbrudd i sykkelbod. to menn forsøkt å stjel sykler, men de ble oppdag av beboerne. de forsøkt å hold menn igjen, men de klart å riv seg løs. en av menn ble pågrep av politi i nærheten. politi søk ett den andr mannen.",0,Innbrudd,2,Brann
nødetat rykk ut på trafikkulykk på melhus. en motorsyklist som har kjørt seg av. melding går ut på at det ikk er andr involver i ulykken. e nordgående. det er full stan i trafikken.,5,Ro og orden,4,Ulykke
nødetat har rykk ut til front mot front. fremstår alvorlig. luftambulans på vei. oppdateres.,4,Ulykke,5,Ro og orden
politi har pågrep en mann person i personbil som er meld stjålet.,0,Innbrudd,4,Ulykke
kl. melding om sammenstøt mellom syklist og bil. pasient/syklist frakt til legevakt for sjekk. vi undersøk omstendighetene.,4,Ulykke,5,Ro og orden
"melding om trafikkulykke. en person som har vært passasj på mc er skadet, men ved bevissthet. nødetat på vei. forøvr ukjent hendelsesforløp pr.nå.",4,Ulykke,5,Ro og orden
"politi har pågrep mann i årene, for hensynsløs adferd. han har stans en ann bil, som ble ført av et familiemedlem og nekt denn å kjør videre. har vært trafikal utfordring på stedet, sid bil ble ståend midt i veien.",2,Brann,4,Ulykke
#skjevlingsvågen. mindr båt observer med motor i gang i fjæra. ing person er observert. nødetat er på vei til stedet. sar queen er på vei i fra ørlandet. sak oppdateres.,7,Andre hendelser,3,Tyveri
"politi og andr let ett ei savn dam - sist sett ved -tiden. hun er i slutt av tenår iført blå jakke, hvit caps, shorts, gummistøvl - har langt rødt hår. vi ønsk tip om noen har sett henne.",7,Andre hendelser,8,Savnet
"meld om slåssing mellom to menn, en slag og kuttskader, legevakt for behandling. mistenkt funn i nærområdet, i besitt av to kniv og en antatt stjål sykkel. pågrep og satt i arrest. vi snakk med vitn og opprett sak.",12,Redning,2,Brann
kl :. melding om pågå innbrudd i en forretning i myrfaret. da politi kom til sted så de en person løp vekk. en tv stod igj på bakken. det ble søkt i områd uten å finn gjerningsmannen. politihelikopter ble også brukt i søket.,6,Voldshendelse,0,Innbrudd
melding om trafikkulykk i strindvegen. ikk alvor skadeomfang. airbag skal vær utløst i den ene bilen. politi på vei til stedet. bil involvert.,5,Ro og orden,4,Ulykke
"patrulj stans to mopedist - ett at de to førern hadd kjørt uaktsomt, bla brutt vikeplikt og kjørt ved sid av hverandr og spark mot hverandre. en av part var ei lokal jent i tenår -og den andr var en gutt i tenår fra bø. begg anmeldt.",4,Ulykke,2,Brann
: nødetat på vei ett melding om arbeidsulykke. to person har pust inn etanol. trol ikk alvor personskade. skal ikk vær far for andre. nødetat undersøk omfang og hendelsesforløpet.,5,Ro og orden,3,Tyveri
kl . politibåt har i kveld kontroll en rekk båt i arendal og omegn. totalt forenkl forelegg er utsted til båtfører som kjørt for fort.,11,Sjø,4,Ulykke
kl. : politi rykk ut ett melding om tyveri av dekk fra et dekksenter. politi stans en mann i åren i en varebil lik i nærheten. han hadd dekk i bil som er returner forretningen. mann anmeld for forhold og er dimmiter ett avhør.,0,Innbrudd,4,Ulykke
"kl ble en patrulj kontakt av en voldsutsatt person. gjerningsperson hadd forlatt stedet, men noen hadd film hend og person ble gjenkjent som samm person som i en ann voldshendelse. vedkomm ble lokaliser og anhold av patr. anmeldes.",12,Redning,2,Brann
nødetat rykk ut til melding om trafikkulykk på langenesvei ved søv i søgne. en bil skal ha velt og ligg på siden.,4,Ulykke,5,Ro og orden
en vekt stans en mann som hadd stjål stk -pakning med øl fra en butikk i sentrum. tyv var verbalt aggressiv og nekt å gi fra seg tyvegodset. politi ble tilkalt og kom til stedet. mann ble fratatt tyvegods og informer om at han blir anmeldt.,0,Innbrudd,2,Brann
politi i områd ett melding om - person sloss i bakgård. og meld at det mog var observer kniv. løp i all forskjel retning lik før politi ankom. politi kontroll på nokon av dei. er mindreårige. ikkj meld om skadde.,12,Redning,2,Brann
en mann har kontakt politi og sier at han er blitt slått i ansikt av en person. mann hadd fått skad i kjeven. gjerningsmann er kjent for politiet. det blir søkt ett han. vitn til hend blir avhørt av politiet. den skadd blir tilsett av helse.,12,Redning,2,Brann
meld om innbrudd i salgsboder. borttatt en rekk kolli kioskvarer. tatt seg inn i bod ved å knekk en hengelås og et vindu med gitter. en del av var funn igj gjemt i nærområdet. forhold anmeldes. politi har undersøkt åstedet.,0,Innbrudd,6,Voldshendelse
"øvr trafikant vist handlekraft, da de fikk stans en svært berus tilfør i hanekleiva. føreren, en mann fra sandefjord i -år - nærmest velt ut av kjøretøy med ei vodk flask i hånden. ved vår ankomst fremstår han lit samarbeidsvillig.",4,Ulykke,2,Brann
politi har pågrep en mann ifm en tildrag ved et utested i midtbyen. mistenkt ble stans i en taxi som han forsøkt å komm seg vekk fra sted i. person var lit samarbeidsvillig. funn en stjål telefon på mistenkte. pågrep og satt i arrest.,1,Trafikk,2,Brann
"svært rol natt for politiet. hva gjeld countryfestivalen, lekn i lofoten, og fæsterålen, sortland, så har de forløpt svært bra. politi er meg fornøyd.",1,Trafikk,2,Brann
e ved nor bru har ein utanlandsk bil treft veggjerdet. airbag utløyst men ikkj meld om personskade. ei kvinn i bilen. nødetata er på veg.,5,Ro og orden,4,Ulykke
to bil involver i trafikkulykke. stor materiell skadar. personar. all ute av bil og medvitne.,5,Ro og orden,4,Ulykke
"kl : melding om to savn jent fra områd fjell. vi søk i områd med fler patruljer. jent er begg år og mørkhudet, den ene har grønn regndress og den andr har ros regndress. ring politi på ved observasjon.",8,Savnet,1,Trafikk
kl : - up kontroller en personbil ført av en mann i årene. mann hadd ikk gyld førerkort. han ble anmeld for forholdet.,0,Innbrudd,4,Ulykke
melding om trafikkulykk mellom bil og syklist. syklist skal vær bevisst. nødetat på vei. oppdateres.,4,Ulykke,5,Ro og orden
denn melding har blitt trukket.,2,Brann,4,Ulykke
: - mann i -år bortvist fra sentrum ett å ha slått til en annen. ing skal vær skadd ett hendelsen.,12,Redning,2,Brann
": melding fra et vitn som observer noen gjør skadeverk å en ladestasjon for el biler. de mistenkt kjørt fra stedet, og politi plukk opp bil ikk langt unna. de mistenkt er i åren fra telemark. sak opprettet.",13,Arrangement,4,Ulykke
nødetat rykk ut ett melding kl. om trafikkulykk mellom to mc. fremstår ikk som alvor og -son på stedet. to person involver tas hånd om av helse.,0,Innbrudd,4,Ulykke
: - nødetat rykk ut ett melding om en utforkjøring på e. trafikk diriger forbi i ett felt. før av bil er ute av bilen. skadeomfang er foreløp ukjent.,4,Ulykke,5,Ro og orden
de som led innsamling til tv-aksjon ringt politi og opplyst at falsk bøssebærer er på ferd i hokksund sentrum. de minn om at original- bøss er godt merk og forsegl - og innsamling start ikk før kl . politi ser i områd nå.,1,Trafikk,2,Brann
"kl. , kom melding til politi om mann som forsøkt og stjel tilhenger. han gikk fra området, men god beskriv fra vitn gav politi en retning og indikasjon. en person pågrep ett søk i området. patrulj på sted jobb vider i saken.",0,Innbrudd,2,Brann
kl : - nødetat på vei til e sørgå retning. det jobb med å avklar nøyakt sted for hendelsen. et kjøretøy skal ha kjørt inn i midtrekkverk. oppdater når nødetat ankommer.,4,Ulykke,5,Ro og orden
det har vært innbrudd på en byggeplass i løp av natta. det er stjål noen ledningstroml og en del verktøy. vi har hatt en patrulj på sted som har gjennomført åstedsundersøkelse.,0,Innbrudd,6,Voldshendelse
politi har vært ute med politibåt på steinsfjord i kveld og kontroller noen båter. stk har blitt kontrollert. stk har fått forenkl forelegg for mangl bruk av redningsvest.,1,Trafikk,4,Ulykke
