Text,True Label ID,True Label,Predicted Label ID,Predicted Label
en bil har kjørt inn en betongvegg. før av bil er opp og går. politi er på vei til stedet.,5,Ro og orden,4,Ulykke
"person skal vær slått i ansiktet, politi har vært i kontakt med fornærmede, han ønsk ikk å snakk med patruljen.",12,Redning,2,Brann
"patrulj undersøk skadeverk på biler, vinduer, bygg, båt - skal dreie seg om tagging på minst sted ifølg vår meldere. vi etterforsk hend nå - ber om at eventuell vitn og andr fornærm meld seg. oppdateres.",13,Arrangement,1,Trafikk
bil meld stjål gjennfunn av en bekjent av bileier. patrulj klart å knytt en mann i åren til bilen. vedkomm pågrepet. var også i ulov besitt av en del tablett som ble beslaglagt.,0,Innbrudd,4,Ulykke
"melding om trafikkulykk på daleveg stranda. en bil kjørt av veien og havn i vannet. nødetat er komm til sted og iverksatt innsats. ikk avklart pr nå om det er fler i bilen, men en person er hent ut og tatt hånd om av helse. ikk meld om skadeomfang.",5,Ro og orden,4,Ulykke
"politi har bortvist tre person fra sentrum, som følg av at de drakk alkohol og forstyrr ro og ord på offent sted. person som ble bortvist var to kvinn i -årene, og en mann i -årene.",1,Trafikk,2,Brann
kl. : fått melding om en person som gikk på togskinn ved sandvika. togled oslo ble varsl og nordgå ble orienter og kjørt sakte. de påtraff person og tar han med til ham togstasjon.,2,Brann,4,Ulykke
politibåt har hatt kontroll av båt og båtførere. det er utsted forenkl forelegg for fart på sjøen.,1,Trafikk,4,Ulykke
"båtvelt ifbm fisking. en mann i vannet. sarqueen, ambulans og politi rykk ut, men ett kort tid meld person i nær at de har fått mann på land. virk å vær i fin form, men politi og ambulans kjør frem til stedet.",5,Ro og orden,2,Brann
"kl. : vi og ambulans er på sted i fanaveg ved lagun storsenter. en motorsykkel som har velt i en rundkjøring. før frakt til sykehus med ambulanse, var bevisst. bilberg på vei til sted for å fjern mc. en del kø på stedet.",4,Ulykke,5,Ro og orden
kl. : i dag fikk øst politidistrikt melding om mul helikopterhavari i områd håøya i oslofjorden. det ble iverksatt et størr søk med et stor antall ressurser. det er søkt fra luft og sjø og ikk observer røyk ell ann som indiker ulykke.,7,Andre hendelser,1,Trafikk
"kl. mottok politi en melding om at en kvinn ble truet med noe meld oppfatt som et våp på lund. politi har vært i kontakt med de involver partene, de still seg uforstå til hendelsen.",1,Trafikk,2,Brann
": - politi rykk ut til industriveg ett melding om en bil i brann. det er usikker hvorfor bil tok fyr. bileier, en mann i -årene, pust inn litt røyk og ble kjørt til legevakt for nærmer undersøkelse. politi opprett sak.",3,Tyveri,4,Ulykke
trafikkulykk på e- før oksfjordhamn. en motorsyklist har kjørt i grøfta. politi er på stedet.,5,Ro og orden,4,Ulykke
nødetat har rykk ut til trafikkulykk lang kompveien. en bil med tre person har kjørt av veien ett å ha svingt unn et dyr i veibanen. en person er kjørt skadelegevakt for vider undersøkelser. politi opprett sak.,5,Ro og orden,4,Ulykke
:: avisbud frastjål en paxt (lit elektrisk kjøretøy). vi rykk ut med fler patrulj og fikk ett kort tid kontroll på en mistenkt og kjøretøy. vi er fremdel i aktiv søk ett fler involverte.,0,Innbrudd,4,Ulykke
politi har rykk ut ett melding om en arbeidsulykke. en mann i slutt av tenår har skad hånd/fingr i en vedmaskin.,5,Ro og orden,2,Brann
personbil har kjørt inn i en statu på stedet. det ryk og lekk fra bilen. samt nødetat er på stedet. kun èn person i bilen. har smerter. oppdateres.,4,Ulykke,5,Ro og orden
"et mikrofly har styrt i nær av daleknib i lyngdal, det skal vær to person i flyet, begg er våkn og bevisst. nødetatene, luftambulans og redningshelikopt er på vei til stedet. flyet er ennå ikk lokalisert. sak oppdateres.",7,Andre hendelser,5,Ro og orden
"mjøsli, kl. : meld om tyveri av diesel fra gravemaskiner. dreier seg om ca. liter. politi har vært på sted for åstedsundersøkelse.",1,Trafikk,0,Innbrudd
politi mottok melding om to person som løp på jernbanelinjen. patrulj fikk kort tid ett kontroll på de to. den ene av de to var skad ett å ha falt ned fra en jernbanebro rett forut for patrulj ankom stedet. ukjent skadeomfang. hent av ambulanse.,1,Trafikk,4,Ulykke
"i forbind med søk ett savn kvinn i områd romsdalsegg - venjedalen, oppfordr politi privatperson som har hytter/sel i nærområd om å foret en kontroll. kvinn ble sist observer torsdag ...",8,Savnet,0,Innbrudd
det har i natt blitt utløst tre falsk brannalarm i studentbo i strandveg . ved sist alarm ble hel bygg evakuert. brannmannskap har nå hatt en alvorsprat med de evakuer idet det vist seg at også den sist alarm var falsk.,2,Brann,1,Trafikk
: nødetat er på vei til vesterøya. en båt har kantr ca m ute i fjorden. det var en person i båten. person ligg nå i vann og hold seg fast i båten. redningsskøyt og redningshelikopt er også på vei. oppdateres.,11,Sjø,5,Ro og orden
ens bil ut av veg på stedet. en person i bilen. før er ved bevisst men er eldr og har problem med å gjør red for seg. nødetat på veg til stedet.,4,Ulykke,5,Ro og orden
person slått til fler person på stedet. fremstår som tilfeld ofre. gjerningsperson pågrep og sett i arrest.,12,Redning,2,Brann
denn melding har blitt trukket.,0,Innbrudd,4,Ulykke
kl. . melding om at ungdomm på el-sparkesykkel har kast en handlevogn på en kvinn som går tur med barnevognen. barnevogn ble truff med barn i vognen. politi har lett i områd ett de aktuell uten resultat. ikk meld om noen skad på personer.,2,Brann,4,Ulykke
"melding om skadeverk på bygg i sentrum. vi har vært på stedet, knust vindu i nedlagt butikklokale. fremstår ikk som om noe er stjålet. eier sikr selv bygget.",13,Arrangement,6,Voldshendelse
en person slått/spark slik at han ble bevisstløs. politi på sted og pågrep en mistenkt. fornærm blir tatt hånd om av helsevesenet.,12,Redning,2,Brann
melding om trafikkulykk på e ved rungstadvatnet. lastebil og personbil involvert. til samm person involvert. nødetat på vei. melding oppdateres.,4,Ulykke,5,Ro og orden
"kl. :. melding om savn barn på ein badeplass i norheimsund. politi varsl umiddelbart hrs og andr naudetatar, som var på stad ett kort tid. det pågjekk då leiting i vatnet. eit barn vart funn bevisstlaus und vann ett kort tid.",7,Andre hendelser,1,Trafikk
kl : rus mann i -år innsett i arrest ett å ha slått ned ein mann. ing skadde. mistenkt var forut for hending vist bort av politi ett å bråk inn på ein utestad. blir meld for vald og for å ikkj ha rett seg ett pålegg til politiet.,12,Redning,2,Brann
politi etterforsk en voldshend som har skjedd i det offent rom. ei jent skal vær bank opp av fler andre. samt er i tenår og lokal ell fra nabokommunene. ei fremstår skad og er på legevakt. patrulj undersøk hend nå.,12,Redning,2,Brann
"nødetat er på vei til sted ett melding om en trafikkulykke. bil involvert, påkjøring bakfra. en person har smert i nakken, en ann person har vond i en arm. oppdateres.",4,Ulykke,5,Ro og orden
en berus mann i -år slo til en vekt på et utested. vekt vil anmeld forholdet. politi har bortvist mann fra sentrum rest av natten.,12,Redning,2,Brann
politi kan meld om en ordensmess rol aften. god stemning og lit å gjøre. et par overstad berus person utenfor festivalområd bortvist fra stedet.,1,Trafikk,2,Brann
kl. melding om pågå sykkeltyveri ved rosendal - patrulj har kontroll på forment gjerningsmann - god meld inn til oss.,0,Innbrudd,2,Brann
"to menn involver i slagsmål i midtbyen. ing personskade, men et par brill ble knust. patrulj opprett sak.",12,Redning,2,Brann
"melding om trafikkulykk mellom to kjøretøy i nær av skoppum jernbanestasjon. kjøretøy har front kollider - ing i bil er fastklemt, men bil står midt i vegbanen. nødetat rykk ut. oppdateres.",4,Ulykke,5,Ro og orden
politi og ambulans har rykk ut ett melding om trafikkulykk der kjøretøy er involvert. det er uvisst om det er personskader.,5,Ro og orden,4,Ulykke
"kl , melding om pågå innbrudd i butikk i sentrum. patrulj har søkt i området, uten resultat. sak opprettes.",6,Voldshendelse,2,Brann
nødetat vil i kveld gjennomfør en størr plivo-øv på verdal. til informasjon til befolkning med tank på at det er mang kjøretøy fra nødetat samlet.,10,Dyr,1,Trafikk
: politi fikk melding om en person som ble observer med pistol lign tilstand. ing trussel situasjon innledningsvis. politi har kontroll på to person og en softgun. vi undersøk sak videre.,1,Trafikk,2,Brann
båtfør tatt for kjøring i påvirk tilstand. politi opprett sak.,1,Trafikk,4,Ulykke
politi fikk melding om innbrudd i en bil i mold sentrum. da politi ankom sted fant de han som hadd utført innbrudd sov bak bilen. han hadd tyvegods i en bag. dett ble lever tilbak til bileier. mann i slutt av åren hjemmehør i molde.,0,Innbrudd,2,Brann
": melding om mul fyllekjøring med båt og en båt som kjørt i ring uten fører. politibåt ble send til stedet. fler båtfører ble sjekket, ing mistank om promille, men en før ble ilagt et forenkl forelegg for mangl bruk av vest.",1,Trafikk,4,Ulykke
kl. melding om slagsmål i kiosk. politi innbring og anmeld en mann i åren for ikk å etterkomm politi pålegg.,12,Redning,2,Brann
"sentrum kl. : meld om ""sjokkbrekk"" i en urmak optik forretning i sentrum. det er observer en hvit eldr golf med svart tak i forbind med dette. kan vær en cabriolet. tip ønskes.",6,Voldshendelse,0,Innbrudd
"kl : veiten, berus mann lag bråk utenfor et utested. etterkom ikk politi pålegg om å forlat stedet, han var kranglet og lit samarbeidsvillig. innsatt i drukkenskapsarrest. sak opprettet.",1,Trafikk,2,Brann
"politi kjør en mann i åren inn i arrest for å sov ut rusen. han har ikk gjort noe galt, men er så berus at han ikk kan ta var på seg selv.",1,Trafikk,2,Brann
"melding om en bil som har kjørt av veien på e, rett nord for straumen. to person i bilen. de hevd seg uskadd. nødetat er på tur. oppdater her.",4,Ulykke,5,Ro og orden
": nødetat på sted ett melding om atv som har kjørt i grøfta. to person involvert, følg opp av helsepersonell. ukjent skadegrad. politi undersøk omstendighetene. sak opprettes.",5,Ro og orden,4,Ulykke
politi og ambulans har rykk ut til en trafikkulykk mellom kjøretøy og elektrisk rullestol. vi oppdater når vi ankomm stedet.,4,Ulykke,5,Ro og orden
"politi og brannves i kontakt med båtfør ved uenesodden, ett melding om at båt skal ha kjørt på land ved raudlibukt og kjørt vider i etterkant. det er mistank om at båtfør er påvirket, og det vil sikr blodprøve.",4,Ulykke,1,Trafikk
: melding om trafikkulykk i områd v nr . bil involvert. skal vær en påkjørsel bakfra. trafikk står stille. fremstår ikk som en alvor ulykke. nødetat på vei. oppdateres.,5,Ro og orden,4,Ulykke
naudetat er i bygdaveg ett melding om trafikkulykke. ein bil har køyrd av veg og inn i ein murkant. vert oppdatert.,4,Ulykke,5,Ro og orden
nødetat er på e bommestad nordgå retning ett melding om trafikkulykk med bil og bobil involvert. ett felt er stengt pr-.nå. oppdateres.,5,Ro og orden,4,Ulykke
operasjonssentral mott melding om en fritidsbåt som har gått på et skjær/holme. omfang er pr nå usikker - men nødetat iverksett tiltak ett gjeld planverk. vi oppdater så raskt vi har mer info.,7,Andre hendelser,3,Tyveri
politi har kontakt med en person som har en skad i hånda. han blir frakt slik at han får helsehjelp. uvisst per nå hvordan han har fått denn skaden.,1,Trafikk,2,Brann
": politipatrulj påtraff en tenåring i sentrum, som var i besitt av kniv. han ble fratatt kniv og anmeld for bæring av kniv på offent sted.",1,Trafikk,2,Brann
ambulans og politi rykk ut til trafikkulykke. en bil har kjørt i grøfta. kun før i bilen. før er våk og bevisst. oppdater her.,4,Ulykke,5,Ro og orden
melding om trafikkulykke. en bil involvert. trafikal problem på stedet. nødetat på vei til stedet. oppdater her.,4,Ulykke,5,Ro og orden
nødetat er på sted ett melding om trafikkulykk på stedet. påkjørsel bakfra. det er nedsatt hast i nordgå løp.,5,Ro og orden,4,Ulykke
"vekt tok kontakt med person som akkurat hadd stjål på et kjøpesenter. vekt ble da truet med en kniv, hvorpå tyv stakk fra stedet. patrulj bevæpn seg, fikk kontroll på tyven, som nå er satt i arrest.",0,Innbrudd,2,Brann
denn melding har blitt trukket.,0,Innbrudd,4,Ulykke
kl : nødetat rykk ut ett melding om størr stein og jordr over e. ing opplysning om at kjøretøy er tatt.,4,Ulykke,3,Tyveri
"nødetat rykk ut til industriområd på borgeskog da det er meld om arbeidsulykke. en mann har fått hånd i en kvern. det er alt vi har til nå, men blir oppdater når nødetat er fremme.",1,Trafikk,5,Ro og orden
"person slått ned ved rutebilstasjonen, politi og ambulans på vei til stedet.",12,Redning,2,Brann
"på ronglan er det en som savn geitebukk sin. gir meg person assosiasjon til ""en glad gutt"" av bjørnstjern bjørnson. håp bukk også i dett tilfell komm hjem til rett eier. om noen ser den, ring .",9,Skadeverk,1,Trafikk
melding om trafikkulykk på fv ved sætersmyra. bil som skal ha kjørt inn i bakend på bil som stod på veien. nødetat på vei.,5,Ro og orden,4,Ulykke
kl. . melding om trafikkulykk på fv ved lislevann. en bil skal ha kjørt ut. all som var i bil er ute. ukjent skadeomfang. nød etat på vei. oppdater når vi er fremm og fått oversikt.,5,Ro og orden,4,Ulykke
kl : - politi har vært på en byggeplass ett melding om at det har vært innbrudd. hend har skjedd i løp av natt og det er borttatt verktøy fra stedet. politi har gjennomført en åstedsundersøk og opprett sak på forholdet.,0,Innbrudd,6,Voldshendelse
politi rykk ut til rona. bilei observer sin stjåln bil parker ved ron sent og før går fra bilen. politi har kontroll på en person.,0,Innbrudd,4,Ulykke
: melding om mann som snok rund et hus og hadd brekkjern i hånda. politi til stedet. mann hadd ikk brutt seg inn. han hadd forsvunn fra stedet. ikk funn han igjen.,6,Voldshendelse,2,Brann
: innbrudd i båt. patrulj har vært og undersøkt. uvisst om noen er stjålet. rot en del i båten. ing stor skad på båten. skal ha hend sist døgn. politi opprett sak.,6,Voldshendelse,0,Innbrudd
trafikkulykk der motorsykkel og sykkel er involvert. syklist fremstår som letter skadet. nødetat på stedet.,4,Ulykke,5,Ro og orden
kl : melding om en ukjent mann i stuen til melder. mann hadd knust en rut for å komm seg inn og derett sovn på sofaen. mann er godt kjent av politiet. pågep og kjørt arrest.,6,Voldshendelse,2,Brann
melding om trafikkulykk ved kryss skilleveien/eideveien. utforkjøring med lett mc. ing andr skal vær involvert. ambulans akkurat fremm på stedet. før av mc fremstår som uskadet.,5,Ro og orden,4,Ulykke
"nødetat rykk ut til trafikkulykk i voielia. en bil har kjørt utfor veien og truff en mur. to person involvert, begg er ute av bilen. oppdateres.",5,Ro og orden,4,Ulykke
oppdag innbrudd i lokal til bakkeløkk skole. stjål blant ann fler skole-pc `er. politipatrulj vil gjennomfør åstedsundersøk og opprett sak.,6,Voldshendelse,0,Innbrudd
": politibåt kom over en båt hvor fører, en mann i årene, ikk var edru. han blåst til godt over lov verdi. han fremstill for nødvend prøv og anmeldes.",1,Trafikk,4,Ulykke
kl : politi kontroller mann i -år som blir meld for bæring av kniv på offent stad. observasjon av mann med kniv framme/syn vart gjort eit kvart tidlegare. ikkj brukt kniv til å trua med. mann vist bort frå berg sentrum.,1,Trafikk,2,Brann
: politi stopp en mann i åren fra tønsberg. han var rus und kjøring. prøv blir tatt. funn av narkotik i bilen. mann hadd hell ikk gyld førerkort. sak opprettes.,0,Innbrudd,4,Ulykke
kl. .: meld om brann i bobil i tunnelen. lik ett ble brann meld slukket. tunnel er stengt og nødetat er på vei.,4,Ulykke,3,Tyveri
melding om trafikkulykk på fylkesveg . ein motorsyklist har køyrd ut av vegen. nødetat rykk ut til stedet. skal ikkj ver alvor personskade. sak vert oppdatert.,4,Ulykke,5,Ro og orden
politi har stopp en bil hvor før framstår som ruset. til legevakt for blodprøv og det opprett sak.,0,Innbrudd,4,Ulykke
"kl. : i løp av natt har noen begått skadeverk på fler anleggsmaskin på stedet. patrulj har vært på stedet, og sikr dokumentasjon og opprett sak på forholdet.",1,Trafikk,6,Voldshendelse
lik ett klokk fikk politi melding slåssing inn på et utested. patrulj og en ambulans har vært på stedet. en mindr skad ble undersøkt av ambulanse. politi opprett sak og tatt noen avhør før på stedet. ing pågrepet.,12,Redning,2,Brann
markomeannufestival forløpt uten hend av noe slag. meld om god stemning.,10,Dyr,2,Brann
vi er på e ved rundkjøring inn mot furn fergekai. vært en diesellekkasj fra et vogntog. trol lekkasj fra henger og et aggregat. brannvesen er på sted og har på pulver. det er noen dieselspor på vegban som gjør det glatt enkelt steder.,4,Ulykke,5,Ro og orden
nødetat rykk ut på melding om mc som har velt på bøylestadveien.,5,Ro og orden,4,Ulykke
politi rykk ut til trafikkulykk med bil involver i kryss rosenkrantzgat / traverveien. oppdateres.,5,Ro og orden,4,Ulykke
en kvinn i åren har slått en ann kvinn på torget. hun ble bortvist fra torg i timer. vi kom ikk i kontakt med den fornærm parten.,12,Redning,2,Brann
fikk meld fra observant vitn om at noen opphold seg ved contain anlegg og klipt låser. patrulj var raskt fremm og person stakk til fot før vi fikk stans de.,0,Innbrudd,2,Brann
kl : - politibåt kontroller en fritidsbåt ført av en gutt i tenårene. gutt mistenk for kjøring i alkoholpåvirk tilstand. han ble fremstilt for prøvetaking og foresatt varslet. gutt blir anmeld for forholdet.,11,Sjø,4,Ulykke
vi foret åstedsundersøk ett melding om grovt tyveri fra bedrift. stjål divers verktøy fra en container/brakke.,0,Innbrudd,6,Voldshendelse
kl. . melding om at en bøssebær som utg seg fra en frivil organisasjon har tatt kontakt på privat adresse. ønsk å få oppgitt kontonumm når de spurt om penger. ikk oppgi dett til noen.,1,Trafikk,2,Brann
nødetat er på sted ett melding om at en person kan vær slått ned. uavklart hendelsesforløp og skadeomfang pr.nå. politipatrulj har kontroll på to person som mistenk for å ha vært involver i forholdet.,12,Redning,4,Ulykke
kl . politi har fått melding om at det befinn seg en påfugl utenfor et hus ikk langt utenfor sentrum. politi kan kontakt dersom noen savn en slik fugl.,9,Skadeverk,1,Trafikk
nødetat rykk ut ett melding om trafikkulykke. bil involvert.,5,Ro og orden,4,Ulykke
"ett fler melding om ansamling av ungdom på åsted for dødsulykk .. og far trafikal situasjon som følg av dette, er hast satt ned fra til km/t. forbi åstedet. politi ber trafikant vær oppmerksom på dette.",4,Ulykke,1,Trafikk
: politi og brannvesen er på sted ett melding om et tre som har falt over en omsorgsbolig. ikk opplysning om personskade. seks boen er evakuer inntil videre.,1,Trafikk,3,Tyveri
politi har rykk ut til en adress på elgeset der det er melding om utøvd vold med en gjenstand mellom fler personer. politi er bevæpn og har nå kontroll på personer. ing er alvor skadd. hend har skjedd innendørs. oppdateres.,12,Redning,2,Brann
bil har kollider i nordgå løp. påkjørsel bakfr ett at den først bil stans i køen. ing personskad - løs ved skademelding.,5,Ro og orden,4,Ulykke
"politi etterforsk en voldshend som skjedd på sted ved -tiden. det er lokal ungdomm i tenår som er involvert. en person er kjørt akuttmottaket, politi kjenn ikk skadestatus pr nå. vi avhør person og undersøk omstendighetene.",12,Redning,2,Brann
det er gjennomført knivaksjon i sentrum. person er kontroller - ing overtredelser.,2,Brann,4,Ulykke
"politi rykk ut ett melding om trafikkulykk på stedet. en lett-mc med to person har kjørt ut. ukjent skadegrad, men begg er våkne. oppdateres.",4,Ulykke,5,Ro og orden
politi har mottatt melding om en grønn papegøy med rød buk og noe gult på hod som har tatt tilhold på bankplass i trondheim sentrum. papegøy beskriv som litt folkesky.,9,Skadeverk,1,Trafikk
politi rykk ut til mann som slo i vindu på taxi. vindu knuste. taxisjåfør fulgt ett mannen. politi har kontroll på gjerningsmann.,13,Arrangement,2,Brann
: fikk vi melding om at en kvinn hadd komm over en fremmed dam inn i hus sitt. dam løp fra stedet. hun hadd stjål med seg lommebok og bilnøkler. politi har vært på sted og påtraff mistenkt dam i nærheten.,6,Voldshendelse,2,Brann
nødetat er på vei til drøbak ett melding om trafikkulykke. bil mot sparkesykkel. sparkesyklist mul skad i fot.,5,Ro og orden,4,Ulykke
"melding om vold fra en privat adresse. en mann opplys at han er blitt slått av en nabo. patrulj har rykk ut til stedet, og tar avhør. sak opprettes.",1,Trafikk,2,Brann
politi fikk i går kveld melding om en grov voldssak på hansnes. fornærm ble kjørt til unn for behandling. politi har gjennom natt og dag etterforsk sak og to person er pågrepet.,12,Redning,2,Brann
politipatrulj har foretatt åstedsundersøk ett melding om innbrudd og tyveri fra båt. er stjål en kartplotter.,6,Voldshendelse,0,Innbrudd
politi har pågrep et crewmedlem på oslo lufthavn grunn mistank om alkoholberuselse. blir fremstilt for utåndingsprøv i arresten.,1,Trafikk,4,Ulykke
"nødetat rykk ut til melding om trafikkulykk mellom personbil og bobil. airbagg utløst på personbil. person involvert. skadeomfang på de er ukjent, men all er ute av kjøretøyene. oppdateres.",4,Ulykke,5,Ro og orden
"kl .: melding om trafikkulykk på heensvei mellom personbil og en elg. stor materiell skad på bil, mindr skad på en person. elg død på stedet. nødetat er ferd på stedet. før av bil kjør til kaln for mul armbrudd.",5,Ro og orden,4,Ulykke
kl. . bil har fått stan på avkjøringsfelt fra e mot ikea. bilberg er på vei til denne.,0,Innbrudd,4,Ulykke
nødetat rykk ut til sted ett melding om trafikkulykke.,4,Ulykke,5,Ro og orden
: - politi rykk ut til et utested der vekter hadd kontroll på en mann i -årene. mann hadd slått til to andr gjest fler ganger. ing av de to ble skadd.,12,Redning,2,Brann
kl : - politi mottok melding fra publikum som hadd overhørt en mann som sa på telefon at han hadd skutt en ann person. involver gikk fra stedet. politi har søkt i områd uten å lokaliser aktuell person ell andr som fremstår involvert.,12,Redning,2,Brann
meld observer en person han tror forsøk og gjør innbrudd på adresse. to person stikk fra sted på sykkel rett før politi kommer. har sannsynligvis ikk komm seg inn i bygget. politi har fått beskriv og ser ett de i sentrum.,6,Voldshendelse,2,Brann
"melding om påkjørsel bakfr i sørgå felt på e omkjøringsvegen, teglverkstunet. trafikk går sakt i ett felt. all involver skal vær oppegående. nødetat er på veg til stedet.",4,Ulykke,5,Ro og orden
"kl :. melding om bil front mot front på nittedalsvei ved tunellen. all person er ute av kjøretøyene. stor materiell skader, person involvert. mul armbrudd på en av disse. nødetat er på stedet.",5,Ro og orden,4,Ulykke
melding om tre person har knust et vindu på en parker bil. gjerningsperson sprang fra stedet.,13,Arrangement,2,Brann
nødetat vært på sted i forbind med at syklist har blitt påkjørt av bilist. syklist frakt legevakt for sjekk. før av bil har status som mistenkt. patrulj opprett sak.,5,Ro og orden,4,Ulykke
"meld om bil stjål fra os /. observer i rådal i dag ca kl med mindreår ombord, men forsvant. observer igj kl , og vi har nå kontroll på bil og før ( år). opprett sak.",0,Innbrudd,4,Ulykke
"vekt ba om vår bistand ett å ha tatt kontakt med en vansk tyv. tyv var utager mot vår patrulj også, og er kjørt i arrest. vedkomm var i besitt av to kniver, som tas i beslag.",0,Innbrudd,2,Brann
det er en ulykk mellom personbil i nordgå retning. usikk skadeomfang.,5,Ro og orden,4,Ulykke
bil meld stjål i formiddag. gjenfunn i rulleskiløyp lang smistadvegen. person som satt i bil mistenk for ruskjøring. tatt med inn for bevissikring.,0,Innbrudd,4,Ulykke
"meld om en gjeng gutt med uforsikt bruk av en light litt vel nærm en barnehag i brundalen. patrulj har lett i området, uten å se noe til guttene. melding til obs for foreldr med barn i området.",1,Trafikk,2,Brann
kl. : til informasjon vil det i løp av dag foregå øvingsaktivit ved slagentangen. dett vil kunn hør og sees av forbipasserende.,2,Brann,0,Innbrudd
mopedvelt i bergbygda. meld om mul personskade. skal ikk vær fler involverte. nødetat rykk ut til stedet.,4,Ulykke,3,Tyveri
kl : nødetat rykk ut til trafikkulykke. en motorsykkel veltet. en person på mc. er bevisst og oppegående.,4,Ulykke,5,Ro og orden
"kl . politi rykk ut til privat adress på moseidmo der en person hadd blitt utsatt for vold. sjekk av helsepersonell på stedet, men ikk behov for oppfølging utov dette. en person ble noe sener pågrep på ann adresse, mistenkt for å ha utøvd volden.",12,Redning,2,Brann
"vi er i kryss broch gate/ apen gate. en bil har kjørt inn i et betongelement. kun før i bilen, og vedkomm fremstår som uskadd. noe trafikal utfordring på stedet.",5,Ro og orden,4,Ulykke
mann har forsvunn und svømming parallelt med ringveien. innsatspersonell på vei. oppdateres.,1,Trafikk,4,Ulykke
"kl: : politi fikk kontroll på en mann som hadd kjørt en lit båt med promille. utåndingsprøv vist en promill på , og mann anmeld for kjøringen. sak blir fulgt opp i ettertid.",1,Trafikk,4,Ulykke
tre bil involver i kjedekollisjon på e sydgå ved rygg flyplass. nødetat er på vei. innring sier det ikk er noen personskad på stedet.,4,Ulykke,5,Ro og orden
"politi søk ett en dam i åren som er savn fra nes bo og behandlingssenter. hun er dement og politi ønsk tip om obseverasjoner. beskrivelse: hvit knebukse, blå og hvit blomstret topp, sandaler, kort grått hår, normal kroppsbyggning, ca cm.",1,Trafikk,8,Savnet
nødetat rykk ut til trafikkulykk på e ved bleiknesmo. bil involvert. all person ute av bilene. nødetat ikk framm på sted enda. veien er stengt. oppdater her.,4,Ulykke,5,Ro og orden
trafikkstan grunn uhell mellom to bil ved kryss rælingsveien/strømsvei på strømmen. nødetat er på vei. oppdateres.,4,Ulykke,5,Ro og orden
"kl : melding om en person som truet fler andr med kniv. det kan fremstå som forsøk på ran. politi var raskt på sted og fikk kontroll på mistenkte, en ung gutt. ing er fysisk skadd.",12,Redning,2,Brann
": nødetat rykk ut til trafikkulykk på rv. bil involver og personer. all er ute av bil og våkne, men ukjent skadeomfang. det er noe utrykningstid til stedet. oppdateres.",5,Ro og orden,4,Ulykke
"meld om to person som lusk rund presenning til allmuen. da patrulj kom dukk det opp en tredj lusk ut fra und presenningen. ikk sett noe skadeverk ell tyveri, men all tre bortvist fra torgallmenningen.",0,Innbrudd,2,Brann
nødetat vil i kveld gjennomfør en størr plivo-øv på hitra. til informasjon til befolkning med tank på at det er mang kjøretøy fra nødetat samlet.,10,Dyr,1,Trafikk
melding sent i går kveld om en mann som åpn fler postkass i et boligfelt og tok post. politi rykk ut og påtraff en mann i nær som bar på post addresser til andre. et vitn hadd også sett at han kast åpn post i en søppelboks.,0,Innbrudd,2,Brann
"kl : nødetat rykk ut ett melding om to person i vannet. vist seg å vær to menn som hadd hatt et lit håndgemeng i forkant. hjalp hverandr opp, vel forlikte. ing anmeldelse.",2,Brann,4,Ulykke
kl : mann kom inn på legevakt med ambulansen. truet leg med kniv. personal låst mann inn på et pasientrom. mann pågrep av politiet. ing er skadd.,12,Redning,2,Brann
nødetat rykk ut til en arbeidsulykk i nær av vivestad barnehage. en person skal vær skad i forbind med gressklipping. uvisst skadeomfang - vi oppdater når vi ankommer.,1,Trafikk,5,Ro og orden
